0.010327000,2462,20,-48,-101,39.0,115,5
0.007794000,2462,20,-48,-101,39.0,115,5
0.007854000,2462,20,-48,-101,39.0,115,5
0.009409000,2462,20,-48,-101,39.0,115,5
0.011432000,2462,20,-47,-101,39.0,115,5
0.007024000,2462,20,-47,-101,39.0,115,5
0.007967000,2462,20,-47,-101,39.0,115,5
0.009588000,2462,20,-47,-101,39.0,115,5
0.008879000,2462,20,-46,-101,39.0,115,5
0.008725000,2462,20,-46,-101,39.0,116,5
0.009346000,2462,20,-46,-101,43.3,116,5
0.000385000,2462,20,-47,-101,43.3,116,5
0.004549000,2462,20,-46,-101,39.0,116,5
0.006623000,2462,20,-46,-101,43.3,116,5
0.006446000,2462,20,-47,-101,43.3,116,5
0.006297000,2462,20,-47,-101,43.3,116,5
0.005923000,2462,20,-46,-101,43.3,116,5
0.006228000,2462,20,-46,-101,43.3,116,5
0.010990000,2462,20,-46,-101,43.3,116,5
0.003649000,2462,20,-47,-101,43.3,116,5
0.003702000,2462,20,-46,-101,43.3,116,5
0.006730000,2462,20,-47,-101,43.3,116,5
0.005384000,2462,20,-47,-101,43.3,116,5
0.007836000,2462,20,-47,-101,43.3,116,5
0.003890000,2462,20,-46,-101,43.3,116,5
0.006460000,2462,20,-46,-101,43.3,116,5
0.006834000,2462,20,-46,-101,43.3,116,5
0.006579000,2462,20,-46,-101,43.3,116,5
0.006326000,2462,20,-45,-101,43.3,116,5
0.006630000,2462,20,-45,-101,43.3,116,5
0.008157000,2462,20,-45,-101,43.3,116,5
0.004975000,2462,20,-48,-101,52.0,116,5
0.005318000,2462,20,-48,-101,52.0,116,5
0.008873000,2462,20,-48,-101,52.0,116,5
0.003484000,2462,20,-48,-101,52.0,116,5
0.008795000,2462,20,-48,-101,52.0,116,5
0.005349000,2462,20,-48,-101,52.0,116,5
0.004054000,2462,20,-48,-101,52.0,116,5
0.007103000,2462,20,-48,-101,52.0,116,5
0.005632000,2462,20,-47,-101,52.0,116,5
0.006555000,2462,20,-48,-101,52.0,116,5
0.005205000,2462,20,-47,-101,57.8,116,5
0.006277000,2462,20,-47,-101,57.8,116,5
0.005677000,2462,20,-46,-101,57.8,116,5
0.007005000,2462,20,-47,-101,57.8,116,5
0.005550000,2462,20,-46,-101,57.8,116,5
0.006319000,2462,20,-47,-101,57.8,116,5
